user_id,user_type,tag
10838177,big,free-token-gift2-gift1-free-token
10838421,big,free-token-gift2-gift1-free-token-free-token
10841076,big,free-token-free-token-gift5-free-token
1084713,big,free-token-free-free-token-gift1
10856656,big,free-free-gift2-free-token-gift2
10862633,big,free-gift5-token-free-free
1087081,big,free-gift4-free
10872509,big,free-gift2-gift1-free-token-free
10872903,big,free-token-gift1-free-token-free-token
10880542,big,free-token-free-token-free-token-gift1
10882855,big,free-gift4-free-token-free
10886828,big,free-token-free-token-free-token-gift1
10889147,big,gift5
10890799,big,free-token-gift2-gift1-free-free-token
10893354,big,free-token-gift4-free-free-token
10902478,big,free-token-free-gift1-token-free-token
10902485,big,free-token-gift3-free-token-free-token
10911862,big,free-token-free-token-gift3-free-token
10917786,big,free-gift3-free-token
10924096,big,gift2-gift3
10925576,big,free-free-token-free-token-gift4
10926587,big,free-token-free-gift1-free-gift1
10928313,big,free-gift5-token-free-free-token
10932788,big,free-token-gift3-free-token
10939120,big,free-token-gift2-free-token-free-token
10949764,big,free-gift2-gift1-free-token-free-token
10962400,big,gift4-free-gift2
1096935,big,free-free-gift3-token-free
10969403,big,free-token-free-token-free-gift5
10977899,big,gift2-gift1-gift1
10980407,big,gift4-token-free-token
10987704,big,gift1-gift2-gift1
10996022,big,free-token-gift1-free-token-free-token
11005885,big,free-gift1-free-free
11023014,big,free-free-free-gift1-gift2-token
11039214,big,free-free-token-free-token-gift1
11039693,big,free-token-gift3
11045080,big,free-token-free-token-gift2-free-token
11045216,big,free-token-gift1-free-token-gift1-free
11048700,big,gift4-gift3-free
11051176,big,token-free-gift5-free-token-token-free
11051861,big,free-token-gift4-gift2-gift1-free-free
11062626,big,free-free-token-gift3-free
11064935,big,free-token-gift4-gift1-free-token-free-gift1
11068071,big,free-gift1-free-token
11074857,big,free-gift3-free-token-gift3-free-token
110774,big,gift3-free-gift3-free-token
11078220,big,free-gift1
11089879,big,free-token-gift2-free-token-free-token
11094692,big,free-gift5-free-token-free-token
11101049,big,free-token-free-token-free-token-gift2
11102253,big,gift3-free
11113245,big,free-token-free-token-free-token-gift1
11122808,big,gift2
11128186,big,free-token-free-token-free-token-gift1
11128775,big,free-token-gift1-free-gift1-token-free-gift1-gift2-token
11130260,big,gift3-free
11131123,big,free-token-gift5-gift4-gift3-free-token-free
1113621,big,gift1-gift1
11139647,big,gift3
11150728,big,free-gift1-free-token-gift1-free-token
11152422,big,free-token-free-token-free-token-gift1
11153652,big,free-token-gift1-free-token-free-token
11157286,big,gift5
11161135,big,free-token-free-gift2-token-free-token
11161384,big,free-token-gift1-gift5-free-free
1117150,big,free-token-gift3-free-token-free-token
11183720,big,free-free-gift2-gift1-free-gift2
1119626,big,free-token-gift5-gift1-gift4-gift3-free-token
11196475,big,free-token-free-free-token-gift2
11197540,big,free-free-token-free-gift2
11198249,big,free-free-token-gift2
11210042,big,free-token-free-token-free-token-gift1
11210410,big,free-gift1
11210415,big,free-token-gift1-free-token-free-token-gift2-gift1
1124653,big,free-token-free-token-gift1-free-token
11250540,big,free-gift3-token-free-free
1126764,big,free-token-gift1-free
11267908,big,free-gift3-token-free-free
11271239,big,free-free-free-gift3
11271981,big,free-gift3-gift2-free-token-free
11279483,big,token-free-gift3-token-free-token-free
11288415,big,free-token-free-token-free-token-gift2
11291400,big,free-token-gift5-free-free-gift5
11297056,big,free-token-gift1-gift2-free-free-token
11302769,big,free-gift3
11305917,big,free-token-free-token-gift4-free-token
11335385,big,free-free-free-token-gift1
11344184,big,gift3-free-free
11345038,big,gift5
11350276,big,free-token-free-token-gift3-free-token
11354648,big,free-gift3-gift2-token-gift1-free-free-token-gift2
11359524,big,free-token-gift3-free-token-free-token
11381741,big,free-token-gift2-free-token-free
11389126,big,free-gift2-gift1-free-free-token
11395520,big,free-free-token-free-token-gift1
11406829,big,free-token-free-token-free-token-gift1
11417608,big,gift1
11421403,big,free-token-gift2-free-token-gift1-gift2
11423344,big,free-token-free-token-free-token-gift3
11446626,big,gift2-free
11447367,big,free-token-free-token-gift1-free
11451520,big,free-gift3-token-free-token-free
11457817,big,free-free-gift1-free-token
1146278,big,free-token-gift1-gift2
11465776,big,free-token-free-token-gift2-token
11470525,big,free-token-free-token-free-token-gift1
11472835,big,free-token-free-gift1-free-gift1-gift3-gift2
11473400,big,free-token-free-token-gift1
1147377,big,free-gift2-gift1-free-free-token
11482218,big,free-gift1-free-gift3-token
11484123,big,token-free-gift1-token-free-gift1-token-free
11488424,big,free-gift1-token-free-gift1-free
11493785,big,gift3-free-free-free
11496778,big,free-token-free-free-token-gift2
11497408,big,free-gift2
11500399,big,free-token-free-token-free-token-gift1
11500931,big,token-free-gift2-gift1-token-free-token-free
11511845,big,free-token-gift1-free-token-free-token
11518202,big,gift3
11520410,big,free-token-gift1-free-gift1-free-gift1
11521170,big,free-token-free-token-gift4-free
11535289,big,free-gift1-free-token-gift1-free-token
11539292,big,free-token-gift2-token-free-free-token
11548437,big,free-token-gift4-free-token-free-token
11550406,big,free-gift1-gift2
11553604,big,free-token-free-token-free-token-gift3-gift2
11557158,big,free-token-free-token-free-token-gift1
11558438,big,free-gift1-free-token-gift1
11569799,big,free-token-free-token-free-token-gift1
11572808,big,free-token-gift1-gift2-free-token-free-gift1
11574015,big,free-token-gift3-free-gift3-free-token
11575089,big,free-free-token-gift1-free-token
11580428,big,free-free-gift1-token-token
11584860,big,free-token-free-token-free-token-gift1
11596923,big,free-gift1-gift2-free-token-free-token-gift2-gift1
11600467,big,free-gift2-token-free-free-token
11604710,big,free-token-free-token-gift2-free-token
11606140,big,free-token-gift1-free-gift1-free-gift1-token-gift2
11614640,big,free-token-free-token-free-token-gift1
11626026,big,free-free-token-free-token-gift3
11629217,big,free-token-free-token-free-token-gift1
11630766,big,free-token-free-token-free-free-token-token-gift1
11632996,big,gift2
1163662,big,free-free-gift2-free-token-gift3
11639241,big,free-token-free-token-free-token-gift1
11651561,big,free-gift3-free-token
11651654,big,free-gift2-free-gift1
11654271,big,free-free-gift1
11669285,big,token-free-free-token-gift3-free
11672233,big,free-gift3-free-token
11672390,big,free-free-token-gift2-free-gift2
11673318,big,free-token-gift1-free-token-free-token
11673937,big,free-token-free-token-free-token-gift1
11676762,big,free-token-gift1-free-token-free
11677691,big,gift5-free-free-free
11678528,big,free-token-free-token-free-token-gift1
11683790,big,free-token-gift3-free-free
11684630,big,free-token-free-token-free-token-gift1
11686346,big,free-token-free-free-gift2-gift1-token
11696454,big,free-token-gift1-gift2-gift3-free-token-gift1-gift2-free-gift1-gift2
11705342,big,token-free-token-free-gift1-token-free
11736361,big,free-gift3-gift2-free-free
11738392,big,free-token-gift5-free-token-free-token
11765165,big,free-gift1-free
11766759,big,free-token-gift5-free-token-free
11780955,big,free-token-free-token-gift2-free
11809780,big,free-token-gift2-free-token-free-token
11819367,big,free-token-gift2-gift1-free-token-free
11821607,big,free-token-gift2-gift3-free-token-free-token
11832314,big,free-token-gift1-gift2
11849644,big,free-gift4
1185585,big,gift5
11863617,big,free-token-gift1
11870133,big,free-token-free-token-free-token-gift1
11875056,big,free-free-gift5-free
11892111,big,free-token-gift1-free-token-free-token-gift1
11893984,big,free-gift1-free-token-free-token
11895867,big,gift3-free-free
11896163,big,free-token-gift1-free-token-free-token
11904375,big,free-token-gift2-token-free-free-token
11905129,big,token-free-free-token-token-free-gift1
11934551,big,free-free-gift5-free-token
11993132,big,free-gift2
12017418,big,free-gift2-free-token-free-gift1
12026332,big,gift2-free-gift1-free-free-token
12042351,big,free-token-free-token-free-token-gift3-gift2
12074046,big,free-token-gift1-gift2-gift3-gift4-gift5-free-gift1-gift2-token-gift3-free-token
12112367,big,free-token-gift3-free-token-free
12153777,big,free-token-gift3-free-token-free-token
12155760,big,free-token-gift1-gift2-free-token-gift1-free
12159841,big,free-gift5-free-token-free
12171686,big,free-gift2-token
12171951,big,free-token-free-token-free-free-token-token-gift1-gift1
12173941,big,free-token-free-token-free-token-gift1
12193492,big,token-free-free-free-gift3-token
12222945,big,free-token-gift3-free-free-token
12236593,big,free-token-free-free-token-gift2-gift1
12257083,big,free-token-free-token-gift1-free-token
12260378,big,free-token-free-token-gift1
12295068,big,free-token-free-token-gift1-free-token
1229873,big,free-free-gift2-free
12310828,big,free-token-gift2-free-token-gift1-free
12331293,big,free-token-gift1-gift2-free-free-token-gift2
12345992,big,gift4-free-token-gift3-token-free-gift2
12349289,big,free-token-gift4-free-token
12351835,big,free-token-gift1-free-gift1-token-free-token
1236760,big,free-gift1
12378937,big,free-token-free-gift1-token-token
12385590,big,free-token-gift4-free-token-free-token-gift3
12386044,big,token-free-gift3-token-free-gift3-token-free
12392955,big,free-token-gift3-free-token-free-token
12421749,big,gift1-free-token-free-token-free-token
12426091,big,free-free-token-free-token-gift3
12458263,big,free-token-free-token-gift1-free-gift1-token
1246441,big,free-token-free-gift2
12495706,big,free-token-gift1-free-token-gift1-free
12505193,big,free-token-gift1-gift2
1251091,big,gift3-gift2-gift1-token-free
12549272,big,free-gift1-free-token-gift1-free
12556249,big,gift5-free-token
12572047,big,gift3
12575932,big,free-token-gift1-free-gift1-token-free-token
12580435,big,gift4-gift4-free-token-gift4
12584733,big,free-token-free-token-free-token-gift1
12591363,big,gift2
12595509,big,free-token-free-free-gift2-gift1
12632696,big,free-token-free-token-free-token-gift1
12635547,big,free-gift1-free-free
12651923,big,gift3-free-token-free
12654221,big,free-token-gift2-free-token-gift1-free
12657514,big,free-token-free-token-free-gift1-token
12662054,big,free-gift3-token-free-free
12664082,big,free-token-gift1-free-token-free-token
12668321,big,free-token-free-token-gift2-free-token
12671618,big,free-gift1-free-gift1-free-gift1
12672224,big,free-token-free-gift1-token-gift2
12679418,big,free-token-free-token-gift1-free-token
1268301,big,free-token-free-token-gift1
12692380,big,free-token-gift1-free-token-gift1-free-token
12697102,big,free-gift3-free
12699142,big,gift3-free-gift3-free-free
12702202,big,free-token-gift1-free-token-gift1
12713735,big,free-token-free-token-gift5-free
12718088,big,free-token-free-free-gift1-token
12722641,big,free-free-free-gift3
12736832,big,free-token-free-gift1-token-free
12767925,big,free-free-gift3-free-token
12771885,big,free-token-gift3-gift2-gift1-free-gift3-token-free-token-gift3
12774904,big,free-token-free-free-gift4-token
12780263,big,free-token-gift3-free-gift1-free-token
12785133,big,free-token-free-gift1-free-token-gift1
12798061,big,free-token-free-token-free-token-gift1
12810931,big,free-gift2
12821625,big,free-token-gift1-gift2-gift3-free-token-gift1-gift2-gift3
12822910,big,free-token-free-token-free-token-gift2
12824007,big,free-token-free-token-free-token-gift2
12832536,big,free-token-token-free-token-gift1
12838798,big,token-free-token-free-token-free-gift1
12882880,big,free-token-free-token-free-token-gift1
12901156,big,gift3
12904342,big,free-free-token-gift1-free-gift1
12915565,big,free-token-free-gift3-free-token
12916762,big,free-token-gift1-free-token-free-token
12923193,big,free-free-gift2-gift1-free
12929328,big,free-gift1-gift2-free-free
12930100,big,gift2-free-token-gift3-gift2-free
12931536,big,free-free-gift1
12937314,big,token-free-gift1-token-free-token-free
12948178,big,gift5-free
12982518,big,token-free-free-token-free-token-gift1
12984387,big,free-token-free-token-free-token-gift1
12987361,big,free-gift3-free-free-token
12991056,big,free-token-free-token-gift1-gift2-free-token-gift1-gift2
12992220,big,free-token-free-token-gift2-free
13004328,big,free-token-free-token-gift2-free-token
13008318,big,gift4-free
13011942,big,free-gift1-token
13016728,big,free-gift2-free-gift2-free-token
13017207,big,free-token-gift1-free-token-gift2-gift1-gift3-free-token-gift3-gift2
13017821,big,gift3-free-gift3-free-gift2
13027747,big,free-token-free-token-free-token-gift1
1303800,big,free-token-gift2-free-token-free-token
13050430,big,free-free-gift2-token-free-gift1
13057021,big,free-token-free-gift2-token-free-token
1306113,big,free-gift2-gift1-gift3-free-token-free-gift1-gift2
13063035,big,gift1
13065773,big,free-token-free-token-free-token-gift1
13076080,big,free-free-token-token-free-free-token-gift1
13077651,big,free-gift3-gift2-gift1
13085502,big,free-token-gift5-token-free-free-token
13098560,big,free-token-gift3-free-token
13128725,big,gift5
13128962,big,free-token-gift2-free-token-free-token
13141701,big,gift4-free-token
13143692,big,free-token-free-token-free-gift3-token
1315089,big,free-token-gift2-token-free-token-free
13155467,big,free-gift4-token-free-token-free
13157840,big,free-free-token-token-gift1-free-gift1-token
13167501,big,free-token-gift2-free-token-token-free
13173100,big,free-gift2-token-free-gift2-token
13176590,big,gift3-free-token
13179733,big,free-token-free-token-gift1-free-gift1-token
13189574,big,free-token-gift1-free-token-gift1-free
1320009,big,gift1-gift2-gift3-free-free
13208204,big,free-token-free-token-free-token-gift1
13211205,big,free-gift1
13211995,big,free-gift2-gift1-free-gift1-free-token
13217071,big,token-free-gift3-token-free-gift3-token-free
13233424,big,free-free-token-token-free-token-free-token-gift2
13237194,big,gift3-free-gift2
13238108,big,free-token-free-gift2-free-gift1
13238843,big,free-gift1-gift2-gift3
13239304,big,token-free-token-free-free-token-gift3-gift2
13245661,big,free-token-free-token-gift2-free
1324965,big,free-token-gift1-free-token-free-token
13255778,big,free-token-gift1-free-token-gift1-free-token
13256526,big,gift3-free-token-free-free
1326002,big,gift3
13261675,big,free-token-free-token-gift1-free-token
13266544,big,token-free-token-free-gift1-token-free
13269332,big,free-gift1-gift2-free-gift1-gift2-token-free-token
1328500,big,free-gift1-free-gift1-free-gift1-token
13292591,big,free-token-free-token-gift5-free-token
13295086,big,free-token-free-token-free-token-gift1
13309220,big,free-token-gift1-free-token-gift1-free-token
13317187,big,free-token-gift3-free-token-free-token-gift2
13325213,big,free-gift3
13326603,big,free-gift1-free-gift1
13348540,big,free-token-gift1-free-token-free-token
13361024,big,free-token-free-token-free-token-gift1
13379914,big,free-gift3-gift1-gift2-token-free-free-token-gift1
13384840,big,free-token-gift1-free-token-free-token
13391822,big,free-gift1-gift1-free
13395686,big,free-token-gift1-free-token-gift1-free-token-gift1
13404395,big,free-token-free-token-gift1-free-token
13416069,big,free-token-gift5-free-token-free-token
13418272,big,free-token-gift1-gift2-free-token-free-token-gift2
13420661,big,free-token-gift4-free
13421815,big,free-token-gift2-gift1-free-token-gift2-gift1-free-token
13422863,big,free-gift3-token-gift2-gift1
13430876,big,free-gift1-free-gift2-token-free-gift1
13431829,big,free-gift1
13435562,big,free-token-free-token-free-token-gift2
13450507,big,gift5-free-token-gift1
13451300,big,free-free-token-free-token-gift1-gift2
13458592,big,free-free-gift1-free-gift1-token
13459008,big,free-token-free-token-gift1-free-token
13463015,big,free-token-free-token-free-token-gift1
13465788,big,free-token-gift5-gift1-gift2-free-free-token
13473535,big,free-free-free-gift2
13475000,big,free-token-gift1-free-free-token
13477259,big,free-token-gift4-free-token-free
13481503,big,free-token-gift5-free-token-free-token
13484986,big,free-gift2-free-token-gift2-free-token
13487696,big,free-token-free-token-free-token-gift1
13497505,big,free-token-gift1-free-token-gift1-free-token
13503240,big,free-free-free-gift1
13507822,big,free-gift5-free
13512699,big,free-token-free-token-free-gift5
13512926,big,free-gift1-token-free-free-token
13517991,big,free-gift1-gift2-gift3
13520682,big,free-token-free-token-free-token-gift1
13522885,big,free-token-gift3-free-free
13523911,big,free-free-token-gift2-gift1-free
13524224,big,free-token-gift3-free-token
13528644,big,free-token-free-token-gift2-free-gift3-gift1
13547258,big,free-token-free-token-free-token-gift1
13549535,big,free-token-gift2-free-free-gift1
13549547,big,free-token-free-token-gift1-free-token
13555615,big,free-token-gift1-free-token-gift1
1356962,big,free-gift2-free-gift1-token-free
13576085,big,gift3
13578466,big,free-token-gift1-free-free
13596714,big,free-token-gift1-free-gift1-free
13605351,big,gift1-free-gift1-free-gift2-gift1
13610172,big,free-gift2-free-token-free-gift2
13614420,big,free-token-gift1-free-free-token
13620122,big,free-token-gift1-gift2-free-token-free-gift5
13623478,big,free-gift1-gift2-free-free
13627817,big,free-token-gift5-free-token-free-token
13631739,big,free-gift1-gift2-free-gift1-token-gift2-free-gift1-gift2
13638770,big,free-gift2-free
13654125,big,free-token-gift4-free-token-free
13654237,big,free-free-gift1-token-free
13655230,big,free-token-free-gift4-free-token
1366085,big,gift3
13673643,big,free-token-gift2-gift1-free-token-free
13681138,big,free-free-gift2-free-gift2
13684168,big,free-token-free-token-free-token-gift1
13686651,big,gift2-free-free-token
13690399,big,free-gift2-free-token-free-gift2
13698684,big,free-gift2-free-free-token-gift1
13700493,big,free-token-free-token-free-token-gift1
13702847,big,free-free-gift1-free
13709058,big,free-token-gift1-gift2-free-token-free-token-gift1
13716130,big,free-token-free-gift2-token-free
13722897,big,free-token-free-token-gift1-free-token
13726260,big,gift1-gift3
13733470,big,free-gift4-token-free-token
13746614,big,free-token-gift5
13758209,big,free-token-free-token-free-gift2
13758757,big,free-gift2-gift1
13767010,big,free-token-gift3-token-free-free-token-gift2
13772664,big,free-token-gift5-free-token-free
13777716,big,free-token-free-token-free-token-gift2
13779113,big,free-token-gift3-free-token-free-token-gift3
13782217,big,free-gift1-free-free
13785182,big,free-token-gift2-free-token-free-token
13785563,big,free-gift3-token
13787847,big,free-token-free-token-free-gift1
13796187,big,free-gift3-free-free
13797420,big,free-token-free-token-free-gift1-token
13801652,big,free-token-gift5-free-token-free-token
13809137,big,free-token-free-gift1-free-token-gift1
13814198,big,free-token-free-gift3-token-free
13821764,big,gift1-gift2-free-gift3-free
13824288,big,gift4-token
13825229,big,free-gift3-free-gift3-gift2
13830950,big,free-token-gift3-free-token-free
13833189,big,free-token-free-token-gift1-free-token
13833620,big,free-token-free-token-free-token-gift1
13833687,big,free-gift3-free
13834238,big,free-gift3-free-gift1-free-gift3-gift2-gift1-token
13836712,big,free-token-gift2-free-token-free-token
13841145,big,free-gift1-gift2-token-free-free
13844692,big,gift2-free-token-gift4
13857981,big,free-token-gift3-free-token
13860606,big,free-gift2-free
1386122,big,free-gift2-free-token
13862779,big,free-token-gift1-gift2-token-free-free-token-gift3
13862955,big,free-token-free-free-gift1-token
13865189,big,free-gift3-free-free-token
13866991,big,free-gift3-token
13867216,big,gift3-free
13898274,big,free-gift1-gift2
13900306,big,free-token-gift2-free-token-free-token
13918692,big,free-token-free-token-gift1-free-gift1-gift2-gift3-token
13928793,big,free-gift2-free-free
13932476,big,token-free-gift1
13937132,big,free-token-gift2-free-gift1
13937826,big,free-free-gift3-token-free
13942550,big,free-token-gift1-free-token-gift1
13942735,big,free-free-gift5-free-gift5
13944804,big,free-token-gift1-free-token-free-token
13956917,big,free-token-gift1-free-token-free-token
13957964,big,gift1-free-free-free
13968024,big,free-token-gift3-free-token
13970963,big,free-token-gift1-gift2-free-gift1-gift2-token-free-gift2-gift1
13974902,big,free-gift1
13976772,big,free-token-gift3-free-token-free-gift3
13986359,big,free-token-gift4-gift3-gift2-free-token-gift2-gift1-free-token-gift2
13986869,big,free-token-free-token-free-token-gift1
13987926,big,free-token-gift3-free-free
13991565,big,free-token-free-free-token-gift2
14008005,big,free-token-gift1-free-free
14011997,big,free-token-free-free-gift4
1402661,big,free-token-free-token-gift2-free-token
14031087,big,free-token-free-free-token-gift1
14044331,big,free-token-gift2-free-token-free-token
14051163,big,gift3-free-token-free-token-free
14058230,big,gift3
14058572,big,free-token-gift3-free
14066336,big,free-gift3-gift2-gift1
14089506,big,free-token-gift1-free-free-token-gift1
14090085,big,free-gift3-free-token-free
14092072,big,free-gift1-free-gift1-free
14097965,big,free-gift3-token-free-free
14098708,big,free-token-free-free-token-gift1-gift2
14108781,big,gift4-free-free
14113235,big,free-free-free-token-gift3-gift2-gift1
14115322,big,free-token-gift3-free-token-gift3-free-token-gift3-gift2
14121279,big,free-token-free-token-gift3-free-gift3-token
14121856,big,free-gift1-gift3
14123062,big,free-gift1-free-free-token
14129324,big,free-free-token-free-gift1
14140442,big,free-token-free-token-free-token-gift1
14141883,big,free-token-gift5-free-token-free-token
14144476,big,free-gift3-free-free-token
14145199,big,free-token-gift1-free-token-free-token
14160774,big,free-gift1-free-token
14163391,big,free-token-gift1-free-token-gift1-free-gift1-token
14174195,big,free-token-gift2-gift1-free-token-free-token-gift2-gift3
14176135,big,free-token-gift1-gift2-free-token-gift1-gift2
14177032,big,free-token-gift3-gift5-free-token-free
14179626,big,free-gift3-free-token-free-token-gift3
14180465,big,free-token-token-gift1-free-token-gift1-free-token-gift1
14181942,big,free-token-gift1-free-token-free-token
14187705,big,free-token-gift1-gift2-gift3-free
14188876,big,free-gift3-free-free
14190048,big,gift3-free-free-free
14190386,big,free-free-gift3-free-token
14195164,big,free-gift3-gift2-free-gift3-gift2-free-gift1-token-gift3
14204979,big,free-token-gift1-free-token-gift1-free-token
14206316,big,free-token-gift2-gift1-free-gift1-free-token
14213920,big,free-token-gift1-gift2-gift3-free-token-free-token
14215869,big,gift3-free-token-free-gift5-free-token
14217343,big,free-gift2-gift3-free-free
14217701,big,gift3-gift3
14229122,big,free-token-free-token-free-gift1
14232191,big,free-token-free-token-gift1-free-token
14236132,big,free-token-gift1-gift2-gift2
14239597,big,gift4-gift2
14249583,big,free-token-gift1-gift2-gift3-free-token-gift1-gift2-free-token
14250032,big,free-gift2-gift1-free-free
14259302,big,free-free-token-gift1-free-gift1
14261789,big,free-token-free-gift2-token-free-token
14267066,big,gift2
14269996,big,free-token-gift1-free-free
14273658,big,free-token-free-token-free-token-gift2
14274576,big,free-token-free-token-gift1-free-token
14276564,big,free-token-gift1-free-gift1-free
14280434,big,free-token-gift1-free-token-gift1-free-token
14283660,big,free-token-free-free-token-gift2
14287327,big,free-gift1-free
1428837,big,free-token-free-free-token-gift1
1429059,big,gift4
14293684,big,free-token-gift1-free-token-gift1-free-token
14294022,big,free-token-gift1-gift2-gift3-free-token-gift1-gift2-gift3-free-token-gift1-gift2-gift3
14297975,big,free-token-free-token-free-token-gift2
14298787,big,free-token-gift1-gift2-free-gift1-free
14299595,big,free-free-gift1-free-token
14301967,big,free-token-free-gift1-gift2-token-free-gift1-gift2
14301999,big,free-token-gift2-free-token-free-token
14307584,big,free-free-free-gift1-token
14309444,big,free-token-free-token-gift3-free-token
14320358,big,free-free-token-gift3-free
14322053,big,free-token-free-token-free-gift1-token
14328681,big,free-token-gift1-gift2-gift1-gift2-free-token
14333253,big,free-token-free-gift3-gift2-gift1-free
14344164,big,free-gift1-free-gift1-gift2-token-free-gift1-gift2
14354561,big,free-gift1-free-free
14355896,big,gift3
14359896,big,free-token-gift1-gift2-free-token-free
14360354,big,free-gift3-free
14367026,big,free-token-free-token-free-token-gift1
14374136,big,free-token-gift3-free
14375413,big,gift4
14379952,big,free-token-gift1-free-gift1-free
